Audio,Owner,Ps. Initials,Ps. Age,Ps. Gender,Ps. Microphone
../Dataset/HH/HH10.wav,VM,LML,38,Male,Elgato
../Dataset/Kick/Kick18.wav,VM,LML,38,Male,Elgato
../Dataset/Snare/Snare11.wav,VM,LML,38,Male,Elgato
../Dataset/HH/HH11.wav,VM,LML,38,Male,Elgato
../Dataset/Kick/Kick19.wav,VM,LML,38,Male,Elgato
../Dataset/HH/HH12.wav,VM,LML,38,Male,Elgato
../Dataset/Kick/Kick20.wav,VM,LML,38,Male,Elgato
../Dataset/Snare/Snare12.wav,VM,LML,38,Male,Elgato
../Dataset/HH/HH13.wav,VM,LML,38,Male,Elgato
../Dataset/Kick/Kick21.wav,VM,LML,38,Male,Elgato
../Dataset/HH/HH14.wav,VM,LML,38,Male,Elgato
../Dataset/Kick/Kick22.wav,VM,LML,38,Male,Elgato
../Dataset/Snare/Snare13.wav,VM,LML,38,Male,Elgato
../Dataset/HH/HH15.wav,VM,LML,38,Male,Elgato
../Dataset/HH/HH16.wav,VM,LML,38,Male,Elgato
../Dataset/HH/HH17.wav,VM,LML,38,Male,Elgato
../Dataset/HH/HH18.wav,VM,LML,38,Male,Elgato
../Dataset/HH/HH19.wav,VM,LML,38,Male,Elgato
../Dataset/HH/HH20.wav,VM,LML,38,Male,Elgato
../Dataset/HH/HH21.wav,VM,LML,38,Male,Elgato
../Dataset/HH/HH22.wav,VM,LML,38,Male,Elgato
../Dataset/Snare/Snare14.wav,VM,LML,38,Male,Elgato
../Dataset/Snare/Snare15.wav,VM,LML,38,Male,Elgato
../Dataset/Snare/Snare16.wav,VM,LML,38,Male,Elgato
../Dataset/Snare/Snare17.wav,VM,LML,38,Male,Elgato
../Dataset/Snare/Snare18.wav,VM,LML,38,Male,Elgato
../Dataset/Kick/Kick23.wav,VM,JVS,38,Male,Rig
../Dataset/Snare/Snare19.wav,VM,JVS,38,Male,Rig
../Dataset/HH/HH23.wav,VM,JVS,38,Male,Rig
../Dataset/Kick/Kick24.wav,VM,JVS,38,Male,Rig
../Dataset/Kick/Kick25.wav,VM,JVS,38,Male,Rig
../Dataset/HH/HH24.wav,VM,JVS,38,Male,Rig
../Dataset/Kick/Kick26.wav,VM,JVS,38,Male,Rig
../Dataset/Kick/Kick27.wav,VM,JVS,38,Male,Rig
../Dataset/HH/HH25.wav,VM,JVS,38,Male,Rig
../Dataset/Kick/Kick28.wav,VM,JVS,38,Male,Rig
../Dataset/Kick/Kick29.wav,VM,JVS,38,Male,Rig
../Dataset/HH/HH26.wav,VM,JVS,38,Male,Rig
../Dataset/Kick/Kick30.wav,VM,JVS,38,Male,Rig
../Dataset/HH/HH27.wav,VM,JVS,38,Male,Rig
../Dataset/Kick/Kick31.wav,VM,MOB,22,Male,SHURE
../Dataset/Kick/Kick32.wav,VM,MOB,22,Male,SHURE
../Dataset/Kick/Kick33.wav,VM,MOB,22,Male,SHURE
../Dataset/Kick/Kick34.wav,VM,MOB,22,Male,SHURE
../Dataset/Kick/Kick35.wav,VM,MOB,22,Male,SHURE
../Dataset/Kick/Kick36.wav,VM,MOB,22,Male,SHURE
../Dataset/HH/HH28.wav,VM,MOB,22,Male,SHURE
../Dataset/Snare/Snare20.wav,VM,MOB,22,Male,SHURE
../Dataset/HH/HH29.wav,VM,MOB,22,Male,SHURE
../Dataset/Kick/Kick37.wav,VM,MOB,22,Male,SHURE
../Dataset/HH/HH30.wav,VM,MOB,22,Male,SHURE
../Dataset/Snare/Snare21.wav,VM,MOB,22,Male,SHURE
../Dataset/HH/HH31.wav,VM,MOB,22,Male,SHURE
../Dataset/Kick/Kick38.wav,VM,MOB,22,Male,SHURE
../Dataset/HH/HH32.wav,VM,MOB,22,Male,SHURE
../Dataset/Snare/Snare22.wav,VM,MOB,22,Male,SHURE
../Dataset/HH/HH33.wav,VM,MOB,22,Male,SHURE
../Dataset/Kick/Kick39.wav,VM,MOB,22,Male,SHURE
../Dataset/Kick/Kick40.wav,VM,MOB,22,Male,SHURE
../Dataset/HH/HH34.wav,VM,MOB,22,Male,SHURE
../Dataset/Snare/Snare23.wav,VM,MOB,22,Male,SHURE
../Dataset/Snare/Snare24.wav,VM,MOB,22,Male,SHURE
../Dataset/Snare/Snare25.wav,VM,MOB,22,Male,SHURE
../Dataset/Snare/Snare26.wav,VM,MOB,22,Male,SHURE
../Dataset/Snare/Snare27.wav,VM,MOB,22,Male,SHURE
../Dataset/HH/HH35.wav,VM,MOB,22,Male,SHURE
../Dataset/HH/HH36.wav,VM,MOB,22,Male,SHURE
../Dataset/HH/HH37.wav,VM,MOB,22,Male,SHURE
../Dataset/HH/HH38.wav,VM,MOB,22,Male,SHURE
../Dataset/HH/HH39.wav,VM,MOB,22,Male,SHURE
../Dataset/Kick/Kick41.wav,VM,APL,33,Male,laptop
../Dataset/Kick/Kick42.wav,VM,APL,33,Male,laptop
../Dataset/Kick/Kick43.wav,VM,APL,33,Male,laptop
../Dataset/Kick/Kick44.wav,VM,APL,33,Male,laptop
../Dataset/Kick/Kick45.wav,VM,APL,33,Male,laptop
../Dataset/Kick/Kick46.wav,VM,APL,33,Male,laptop
../Dataset/HH/HH40.wav,VM,APL,33,Male,laptop
../Dataset/Kick/Kick47.wav,VM,APL,33,Male,laptop
../Dataset/HH/HH41.wav,VM,APL,33,Male,laptop
../Dataset/Snare/Snare28.wav,VM,APL,33,Male,laptop
../Dataset/Kick/Kick48.wav,VM,APL,33,Male,laptop
../Dataset/HH/HH42.wav,VM,APL,33,Male,laptop
../Dataset/Kick/Kick49.wav,VM,APL,33,Male,laptop
../Dataset/HH/HH43.wav,VM,APL,33,Male,laptop
../Dataset/Snare/Snare29.wav,VM,APL,33,Male,laptop
../Dataset/Kick/Kick50.wav,VM,APL,33,Male,laptop
../Dataset/HH/HH44.wav,VM,APL,33,Male,laptop
../Dataset/Kick/Kick51.wav,VM,APL,33,Male,laptop
../Dataset/HH/HH45.wav,VM,APL,33,Male,laptop
../Dataset/Snare/Snare30.wav,VM,APL,33,Male,laptop
../Dataset/Kick/Kick52.wav,VM,APL,33,Male,laptop
../Dataset/HH/HH46.wav,VM,APL,33,Male,laptop
../Dataset/Kick/Kick53.wav,VM,APL,33,Male,laptop
../Dataset/HH/HH47.wav,VM,APL,33,Male,laptop
../Dataset/Snare/Snare31.wav,VM,APL,33,Male,laptop
../Dataset/Snare/Snare32.wav,VM,APL,33,Male,laptop
../Dataset/Snare/Snare33.wav,VM,APL,33,Male,laptop
../Dataset/Snare/Snare34.wav,VM,APL,33,Male,laptop
../Dataset/Snare/Snare35.wav,VM,APL,33,Male,laptop
../Dataset/Snare/Snare36.wav,VM,APL,33,Male,laptop
../Dataset/HH/HH48.wav,VM,APL,33,Male,laptop
../Dataset/HH/HH49.wav,VM,APL,33,Male,laptop
../Dataset/HH/HH50.wav,VM,APL,33,Male,laptop
../Dataset/HH/HH51.wav,VM,APL,33,Male,laptop
../Dataset/HH/HH52.wav,VM,APL,33,Male,laptop
../Dataset/HH/HH53.wav,VM,OBH,31,Male,laptop
../Dataset/HH/HH54.wav,VM,OBH,31,Male,laptop
../Dataset/HH/HH55.wav,VM,OBH,31,Male,laptop
../Dataset/HH/HH56.wav,VM,OBH,31,Male,laptop
../Dataset/HH/HH57.wav,VM,OBH,31,Male,laptop
../Dataset/Kick/Kick54.wav,VM,OBH,31,Male,laptop
../Dataset/Kick/Kick55.wav,VM,OBH,31,Male,laptop
../Dataset/Kick/Kick56.wav,VM,OBH,31,Male,laptop
../Dataset/Kick/Kick57.wav,VM,OBH,31,Male,laptop
../Dataset/HH/HH58.wav,VM,OBH,31,Male,laptop
../Dataset/Snare/Snare37.wav,VM,OBH,31,Male,laptop
../Dataset/Snare/Snare38.wav,VM,OBH,31,Male,laptop
../Dataset/Snare/Snare39.wav,VM,OBH,31,Male,laptop
../Dataset/Snare/Snare40.wav,VM,OBH,31,Male,laptop
../Dataset/Snare/Snare41.wav,VM,OBH,31,Male,laptop
../Dataset/Snare/Snare42.wav,VM,OBH,31,Male,laptop
../Dataset/Snare/Snare43.wav,VM,MSF,30,Male,Hyper-X
../Dataset/Snare/Snare44.wav,VM,MSF,30,Male,Hyper-X
../Dataset/Snare/Snare45.wav,VM,MSF,30,Male,Hyper-X
../Dataset/Snare/Snare46.wav,VM,MSF,30,Male,Hyper-X
../Dataset/Snare/Snare47.wav,VM,MSF,30,Male,Hyper-X
../Dataset/Kick/Kick58.wav,VM,MSF,30,Male,Hyper-X
../Dataset/Snare/Snare48.wav,VM,MSF,30,Male,Hyper-X
../Dataset/HH/HH59.wav,VM,MSF,30,Male,Hyper-X
../Dataset/Kick/Kick59.wav,VM,MSF,30,Male,Hyper-X
../Dataset/HH/HH60.wav,VM,MSF,30,Male,Hyper-X
../Dataset/Snare/Snare49.wav,VM,MSF,30,Male,Hyper-X
../Dataset/Kick/Kick60.wav,VM,MSF,30,Male,Hyper-X
../Dataset/Kick/Kick61.wav,VM,MSF,30,Male,Hyper-X
../Dataset/Kick/Kick62.wav,VM,MSF,30,Male,Hyper-X
../Dataset/Kick/Kick63.wav,VM,MSF,30,Male,Hyper-X
../Dataset/Kick/Kick64.wav,VM,MSF,30,Male,Hyper-X
../Dataset/HH/HH61.wav,VM,MSF,30,Male,Hyper-X
../Dataset/HH/HH62.wav,VM,MSF,30,Male,Hyper-X
../Dataset/HH/HH63.wav,VM,MSF,30,Male,Hyper-X
../Dataset/HH/HH64.wav,VM,MSF,30,Male,Hyper-X
../Dataset/HH/HH65.wav,VM,MSF,30,Male,Hyper-X
../Dataset/Kick/Kick65.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH66.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH67.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH68.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare50.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH69.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH70.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick66.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH71.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick67.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick68.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH72.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare51.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH73.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH74.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick69.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick70.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH75.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick71.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH76.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare52.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH77.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH78.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick72.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH79.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare53.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick73.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick74.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick75.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare54.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick76.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH80.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare55.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick77.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH81.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH82.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick78.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare56.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick79.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH83.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare57.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH84.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare58.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick80.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick81.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare59.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick82.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH85.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare60.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH86.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare61.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick83.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH87.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare62.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick84.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH88.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare63.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH89.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare64.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick85.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick86.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare65.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick87.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH90.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare66.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH91.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH92.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH93.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH94.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH95.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH96.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH97.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH98.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH99.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH100.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH101.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH102.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH103.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH104.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH105.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH106.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH107.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH108.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH109.wav,VM,ARF,22,Male,Headphone
../Dataset/HH/HH110.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick88.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick89.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick90.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick91.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick92.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick93.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick94.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick95.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick96.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick97.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick98.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare67.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare68.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare69.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare70.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare71.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare72.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare73.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare74.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare75.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare76.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare77.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare78.wav,VM,ARF,22,Male,Headphone
../Dataset/Snare/Snare79.wav,VM,ARF,22,Male,Headphone
../Dataset/Kick/Kick99.wav,VM,IGN,30,Male,AKG
../Dataset/HH/HH111.wav,VM,IGN,30,Male,AKG
../Dataset/Kick/Kick100.wav,VM,IGN,30,Male,AKG
../Dataset/HH/HH112.wav,VM,IGN,30,Male,AKG
../Dataset/Snare/Snare80.wav,VM,IGN,30,Male,AKG
../Dataset/Kick/Kick101.wav,VM,IGN,30,Male,AKG
../Dataset/Kick/Kick102.wav,VM,IGN,30,Male,AKG
../Dataset/HH/HH113.wav,VM,IGN,30,Male,AKG
../Dataset/Kick/Kick103.wav,VM,IGN,30,Male,AKG
../Dataset/HH/HH114.wav,VM,IGN,30,Male,AKG
../Dataset/Snare/Snare81.wav,VM,IGN,30,Male,AKG
../Dataset/Snare/Snare82.wav,VM,IGN,30,Male,AKG
../Dataset/Kick/Kick104.wav,VM,IGN,30,Male,AKG
../Dataset/HH/HH115.wav,VM,IGN,30,Male,AKG
../Dataset/Kick/Kick105.wav,VM,IGN,30,Male,AKG
../Dataset/HH/HH116.wav,VM,IGN,30,Male,AKG
../Dataset/Snare/Snare83.wav,VM,IGN,30,Male,AKG
../Dataset/Kick/Kick106.wav,VM,IGN,30,Male,AKG
../Dataset/Kick/Kick107.wav,VM,IGN,30,Male,AKG
../Dataset/HH/HH117.wav,VM,IGN,30,Male,AKG
../Dataset/Kick/Kick108.wav,VM,IGN,30,Male,AKG
../Dataset/HH/HH118.wav,VM,IGN,30,Male,AKG
../Dataset/Snare/Snare84.wav,VM,IGN,30,Male,AKG
../Dataset/Snare/Snare85.wav,VM,IGN,30,Male,AKG
../Dataset/Kick/Kick109.wav,VM,IGN,30,Male,AKG
../Dataset/Snare/Snare86.wav,VM,IGN,30,Male,AKG
../Dataset/HH/HH119.wav,VM,IGN,30,Male,AKG
../Dataset/Kick/Kick110.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick111.wav,VM,JMP,36,Male,elgato
../Dataset/HH/HH120.wav,VM,JMP,36,Male,elgato
../Dataset/Snare/Snare87.wav,VM,JMP,36,Male,elgato
../Dataset/HH/HH121.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick112.wav,VM,JMP,36,Male,elgato
../Dataset/HH/HH122.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick113.wav,VM,JMP,36,Male,elgato
../Dataset/HH/HH123.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick114.wav,VM,JMP,36,Male,elgato
../Dataset/HH/HH124.wav,VM,JMP,36,Male,elgato
../Dataset/Snare/Snare88.wav,VM,JMP,36,Male,elgato
../Dataset/HH/HH125.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick115.wav,VM,JMP,36,Male,elgato
../Dataset/HH/HH126.wav,VM,JMP,36,Male,elgato
../Dataset/HH/HH127.wav,VM,JMP,36,Male,elgato
../Dataset/Snare/Snare89.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick116.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick117.wav,VM,JMP,36,Male,elgato
../Dataset/Snare/Snare90.wav,VM,JMP,36,Male,elgato
../Dataset/HH/HH128.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick118.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick119.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick120.wav,VM,JMP,36,Male,elgato
../Dataset/Snare/Snare91.wav,VM,JMP,36,Male,elgato
../Dataset/HH/HH129.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick121.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick122.wav,VM,JMP,36,Male,elgato
../Dataset/Snare/Snare92.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick123.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick124.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick125.wav,VM,JMP,36,Male,elgato
../Dataset/Snare/Snare93.wav,VM,JMP,36,Male,elgato
../Dataset/HH/HH130.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick126.wav,VM,JMP,36,Male,elgato
../Dataset/HH/HH131.wav,VM,JMP,36,Male,elgato
../Dataset/Snare/Snare94.wav,VM,JMP,36,Male,elgato
../Dataset/HH/HH132.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick127.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick128.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick129.wav,VM,JMP,36,Male,elgato
../Dataset/Snare/Snare95.wav,VM,JMP,36,Male,elgato
../Dataset/HH/HH133.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick130.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick131.wav,VM,JMP,36,Male,elgato
../Dataset/Snare/Snare96.wav,VM,JMP,36,Male,elgato
../Dataset/HH/HH134.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick132.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick133.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick134.wav,VM,JMP,36,Male,elgato
../Dataset/Snare/Snare97.wav,VM,JMP,36,Male,elgato
../Dataset/Snare/Snare98.wav,VM,JMP,36,Male,elgato
../Dataset/HH/HH135.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick135.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick136.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick137.wav,VM,JMP,36,Male,elgato
../Dataset/Snare/Snare99.wav,VM,JMP,36,Male,elgato
../Dataset/HH/HH136.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick138.wav,VM,JMP,36,Male,elgato
../Dataset/HH/HH137.wav,VM,JMP,36,Male,elgato
../Dataset/Snare/Snare100.wav,VM,JMP,36,Male,elgato
../Dataset/HH/HH138.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick139.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick140.wav,VM,JMP,36,Male,elgato
../Dataset/Snare/Snare101.wav,VM,JMP,36,Male,elgato
../Dataset/HH/HH139.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick141.wav,VM,JMP,36,Male,elgato
../Dataset/HH/HH140.wav,VM,JMP,36,Male,elgato
../Dataset/Snare/Snare102.wav,VM,JMP,36,Male,elgato
../Dataset/Snare/Snare103.wav,VM,JMP,36,Male,elgato
../Dataset/HH/HH141.wav,VM,JMP,36,Male,elgato
../Dataset/Kick/Kick142.wav,VM,ACS,19,Female,laptop
../Dataset/Kick/Kick143.wav,VM,ACS,19,Female,laptop
../Dataset/Kick/Kick144.wav,VM,ACS,19,Female,laptop
../Dataset/Kick/Kick145.wav,VM,ACS,19,Female,laptop
../Dataset/HH/HH142.wav,VM,ACS,19,Female,laptop
../Dataset/HH/HH143.wav,VM,ACS,19,Female,laptop
../Dataset/HH/HH144.wav,VM,ACS,19,Female,laptop
../Dataset/HH/HH145.wav,VM,ACS,19,Female,laptop
../Dataset/HH/HH146.wav,VM,ACS,19,Female,laptop
../Dataset/Kick/Kick146.wav,VM,ACS,19,Female,laptop
../Dataset/HH/HH147.wav,VM,ACS,19,Female,laptop
../Dataset/Kick/Kick147.wav,VM,ACS,19,Female,laptop
../Dataset/HH/HH148.wav,VM,ACS,19,Female,laptop
../Dataset/Kick/Kick148.wav,VM,ACS,19,Female,laptop
../Dataset/HH/HH149.wav,VM,ACS,19,Female,laptop
../Dataset/Kick/Kick149.wav,VM,ACS,19,Female,laptop
../Dataset/HH/HH150.wav,VM,ACS,19,Female,laptop
../Dataset/Kick/Kick150.wav,VM,ACS,19,Female,laptop
../Dataset/Kick/Kick151.wav,VM,ACS,19,Female,laptop
../Dataset/HH/HH151.wav,VM,ACS,19,Female,laptop
../Dataset/Snare/Snare104.wav,VM,ACS,19,Female,laptop
../Dataset/Snare/Snare105.wav,VM,ACS,19,Female,laptop
../Dataset/Snare/Snare106.wav,VM,ACS,19,Female,laptop
../Dataset/Snare/Snare107.wav,VM,ACS,19,Female,laptop
../Dataset/Snare/Snare108.wav,VM,ACS,19,Female,laptop
../Dataset/Snare/Snare109.wav,VM,OBM,22,Male,
../Dataset/Snare/Snare110.wav,VM,OBM,22,Male,
../Dataset/Snare/Snare111.wav,VM,OBM,22,Male,
