audio_class,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_14,mfcc_mean_15,mfcc_mean_16,mfcc_mean_17,mfcc_mean_18,mfcc_mean_19,mfcc_mean_20,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,mfcc_std_14,mfcc_std_15,mfcc_std_16,mfcc_std_17,mfcc_std_18,mfcc_std_19,mfcc_std_20
Kick,-396.72733,198.22986,-80.96963,83.731186,9.1592455,-1.3418056,38.82986,-16.05544,-5.0178785,2.7974553,-21.074797,2.6711278,5.5546255,-1.6522553,0.2498938,-2.2067971,-14.624864,2.6972935,0.8875217,4.4939904,78.43602,17.800814,17.129532,10.339731,25.190973,12.705415,7.3827863,10.333588,4.693291,4.0891223,4.41568,7.558192,4.104158,3.4616294,5.8475385,4.841863,5.1367645,3.0439548,4.461781,1.7635608
Kick,-279.80444,32.5199,-61.824142,44.89832,-15.49737,13.655463,-8.618217,-6.1205945,-15.596011,-14.604095,-16.054274,-6.786207,-3.8328912,0.7593391,-7.456824,-2.5956323,-17.893183,-2.3766096,-12.067212,-8.32311,43.14753,53.548973,19.601446,13.392651,3.559022,8.756205,13.242474,2.3054302,7.814941,2.5557902,2.9823208,6.5398717,7.047968,5.549581,3.2231243,3.5244083,5.7091546,6.0344634,7.851328,6.028835
Kick,-303.89514,116.816444,29.870314,31.407475,-26.523596,13.868587,4.9159307,8.910328,12.28632,0.3533426,-1.6772583,5.2993336,-3.7237272,-14.436388,3.1445491,-3.7583346,-0.025784545,-4.4951982,5.674632,3.1417375,65.15181,35.03377,27.810822,16.808298,17.596945,10.648813,4.3988705,5.504793,8.102262,12.791286,6.384606,5.114435,5.11134,4.9320717,5.4380836,3.5053504,4.337036,5.580974,5.788819,5.502876
Kick,-312.52795,132.48615,21.32007,64.907906,16.655445,12.686232,10.884206,16.986427,7.4942036,-5.1035066,-0.3401753,-1.4794437,5.2730365,-2.470224,0.7112108,5.297363,7.4899826,-3.3794267,5.75424,-6.924299,119.888145,15.17133,13.046635,7.8502913,9.560778,11.583284,7.494799,8.004449,17.979342,8.182233,12.895051,9.326663,11.293802,7.5306835,8.357993,5.473349,5.701494,5.673049,3.4057922,2.9626114
Kick,-385.2382,110.643585,-77.75964,56.06522,-15.707999,20.880318,-8.772738,-2.2305627,-20.43462,-8.190212,-10.282188,-4.786694,1.0329906,-1.0035224,-7.9584794,-3.725178,-9.671111,7.1070666,-0.12923025,5.279904,122.934456,30.471273,6.729986,14.245417,17.904972,9.701178,15.615236,5.4292035,14.000657,5.6499352,6.336596,5.950983,9.183031,7.5369854,8.244716,5.647338,6.387719,4.750411,11.458169,8.307509
Kick,-340.53226,198.50804,55.167336,18.74685,-8.010572,34.334476,-1.6305834,-16.28371,19.48512,-8.997819,3.7597172,-2.7491574,-1.9779718,-18.528603,-1.2733132,-6.205846,-9.467746,-7.035415,7.6886177,-15.022084,24.672834,34.632145,25.829199,11.270327,15.562835,8.333711,11.826411,19.54097,5.11281,5.212059,8.125821,5.3786035,5.5905657,5.6732473,4.7144327,4.9582767,8.199487,3.5272002,4.916686,6.2567058
Kick,-351.4782,163.8827,35.3237,52.460484,6.6096606,9.395243,-4.350426,2.91319,12.917456,8.973161,3.8661304,-9.717478,-13.295975,-12.946906,-0.57813454,-17.140388,3.6036525,5.432015,3.5155299,2.6396549,46.43523,45.24428,20.985775,12.206332,13.2575245,11.801169,4.60303,11.160427,13.843529,8.24577,13.171789,9.52883,10.76536,6.485329,9.571557,12.180179,4.9515605,9.389455,3.7629213,9.737249
Kick,-248.46977,186.36705,24.326384,57.292442,-3.1956713,-12.723143,-8.111949,27.130045,2.1822042,-24.051485,-0.09040988,-23.36704,-14.344447,-1.8733008,-5.5396605,-14.93399,5.684065,-6.8169866,-13.893975,-16.449268,29.962275,16.211123,18.251682,8.184362,15.497146,11.425415,15.366313,9.426313,9.083563,10.3524685,10.007362,10.333071,9.356172,5.7817664,7.016176,4.6590037,10.26196,8.832705,8.539789,8.453857
Kick,-257.38913,67.435104,-1.5881559,2.8513498,-5.347704,22.687485,-7.844335,20.912497,-10.654131,-7.1542854,-6.2138605,-17.770374,-10.845901,-1.2431047,4.6852183,2.797266,1.8132223,-2.886271,2.7618306,1.7646915,54.73827,63.85606,22.861433,15.03071,10.070713,6.8447323,7.111161,7.9597197,4.948271,13.336414,8.888008,15.960279,7.253593,6.700449,5.1675453,13.370743,8.576665,5.7583394,5.992148,5.671516
Kick,-260.2864,104.49215,0.49346808,34.92894,-26.13896,21.812422,1.4800663,16.013355,1.3185401,-1.3102671,4.1623745,-20.724632,-14.268734,1.2325997,-5.7320414,-5.929217,7.7419477,-7.6048574,-8.720715,-6.619992,26.291176,69.59976,33.804573,7.357007,6.95555,19.596748,9.790298,9.685107,8.03991,8.516812,8.821699,9.933459,5.7420835,5.393902,4.672519,5.408936,4.1867023,6.400922,5.1591034,4.0290804
Kick,-197.2838,100.294846,27.572567,24.231686,-4.24959,12.696713,-4.018239,16.56202,-10.5415535,-9.018626,-9.610405,-6.5231647,-11.841715,-13.970145,-5.8747635,-0.97785634,-7.185497,-11.114155,-4.8765984,-4.037219,66.38692,38.76485,5.6373353,10.585799,6.3848357,6.636065,5.357967,4.7432837,4.483244,7.2199407,9.961187,4.3577228,7.1172495,4.0373573,6.429396,5.0285525,4.190469,3.9230366,3.5014591,3.192636
Kick,-311.52368,144.58916,3.5903618,44.099327,-6.013953,38.149445,14.521917,13.020732,9.427338,2.5382667,-0.6634254,2.5371892,20.622206,-3.1874042,13.400557,0.50515527,4.429627,-4.561909,3.056153,-7.8943686,13.087977,3.185729,10.82329,9.177648,5.524469,3.3632126,11.494558,8.183047,13.073623,6.452233,4.152592,4.7284436,4.351325,13.315009,2.9198337,4.5790534,3.208723,8.143047,7.625879,6.933702
Kick,-292.96774,118.58611,25.059343,51.36079,4.8571987,10.934242,2.418818,22.999744,11.260221,4.0437717,2.872312,3.0217264,-5.504524,-10.350934,-5.8983693,6.1933002,-2.4316435,-7.841119,4.983784,-10.9051695,43.363205,15.1247635,17.648834,6.469654,6.619993,7.8144646,7.483036,7.3456326,10.637575,8.63345,8.35084,7.1255774,5.4245667,9.185564,10.160429,5.66898,5.8345537,6.1144004,3.2728987,4.343749
Kick,-435.10678,192.4876,-95.998085,73.846634,8.850899,-7.940964,49.300087,-5.668434,-16.924707,-1.7366941,-15.823894,2.0076158,-0.69639695,-16.39438,-2.4496567,-9.30602,-14.616847,21.332733,7.489839,-5.7022934,65.12942,18.672323,13.262522,15.151151,15.599875,5.353267,3.9561741,8.860446,8.028627,4.20592,8.792017,6.633504,3.339414,4.521483,3.710493,5.4590354,14.643377,5.703401,4.8545413,6.4045615
Kick,-271.22583,200.10959,3.6667747,36.461975,22.964481,10.002756,0.75487447,13.162483,-2.9675615,-4.149634,-1.1614467,0.72314024,1.8232201,6.945174,2.2420428,0.5588902,-2.766411,-0.28195083,1.5737382,-0.11763403,96.751396,17.369549,31.799461,11.5334635,13.103159,4.215278,17.676542,5.5567203,3.424501,9.305199,4.057415,7.6182785,6.4904513,3.4691017,6.961642,9.312663,4.7077436,4.29917,7.605345,6.3279634
Kick,-350.04587,134.53961,52.15221,35.535965,-5.871713,14.097184,20.519855,7.2060223,0.14319025,9.927902,0.23882407,-16.864275,-12.1849985,-21.793205,-3.7575812,7.9838653,-3.0909226,23.357294,7.017726,-2.7402163,36.83081,43.606525,18.69288,11.90735,3.9186268,8.289956,12.352068,7.6507196,4.510997,8.950174,4.593766,4.5066786,4.2020926,5.6451216,7.148945,5.2823925,9.280812,4.2127705,5.8497314,6.8249493
Kick,-429.37466,168.26791,-72.021286,29.41268,4.2492213,9.579354,6.7486944,15.610571,-10.273017,8.823477,-6.887318,-23.026127,5.8046403,-1.921506,-3.0608494,4.9719796,-23.023844,7.404622,-9.431677,-8.370282,91.907524,10.56873,16.04416,10.955413,7.1849337,14.578788,13.378421,6.419972,10.569387,5.6237316,4.8781786,9.656134,8.454125,2.8914402,5.5886,5.489512,8.376042,3.3791177,1.7703469,5.213949
Kick,-337.08316,142.8694,13.693087,31.266111,12.766532,42.199814,18.859943,12.09288,-1.3802391,-13.49507,-0.8306469,-15.126324,-3.6698663,-7.6236067,-4.4703813,-15.592283,0.6736143,-1.5117999,3.3854983,-8.876108,34.448246,48.447014,29.423447,6.5085516,10.96809,17.801678,15.377769,11.67046,10.143471,5.151421,9.342801,6.499679,4.1465044,8.659613,10.693921,9.084535,7.4610143,4.1169806,4.9980555,6.9590125
Kick,-354.3696,99.94239,-16.988665,0.37260872,17.42742,-4.0922127,24.371677,6.5232444,-0.34740257,-0.72372806,-0.2155691,9.973503,-10.382238,-23.832119,-10.693976,0.32823372,-23.481695,0.32097816,-3.580386,-11.502928,42.782116,11.849547,16.31981,7.789826,5.267413,12.256564,4.8381844,5.938724,6.7013083,5.9329247,12.93381,11.675959,8.887502,5.5668883,8.635665,6.321827,4.980588,6.1458335,4.115839,3.2132275
Kick,-304.74915,194.62282,43.5381,23.857424,-6.5969005,26.608007,6.5808105,3.7357476,5.0799456,-12.87819,1.9546826,-18.71961,-14.388952,-12.701456,1.0702062,-10.840877,-2.452147,-3.229527,-4.1573334,-5.240775,26.92198,33.023804,27.87533,6.2052693,29.664108,14.111795,14.82372,15.860248,9.559246,7.039255,10.025763,9.048663,11.59956,6.7523303,6.2302256,10.312498,6.7803025,5.7306666,9.47332,4.250971
Kick,-282.6556,167.79776,32.50091,32.35803,26.838936,18.01523,2.1904283,5.1387496,8.244072,-11.997938,2.9930954,-28.376913,-6.3582497,-8.663437,-17.814556,-16.974236,11.43552,-2.1707985,-4.2051125,-8.96667,39.0177,33.02259,23.205761,8.433911,24.788954,8.41871,11.480714,11.101248,7.4545493,4.5773683,5.388871,9.414792,6.6445513,9.943149,16.956854,8.737409,6.7411366,9.30382,6.6069818,5.0995307
Kick,-255.59244,130.19609,33.194427,29.065105,7.618706,37.53876,0.9138206,6.596168,-2.4437027,7.569779,-5.2042537,-9.430785,-2.977687,-5.41485,-8.098911,5.4914217,-2.7391055,-1.0997945,-4.873104,1.2947773,129.66219,46.884426,11.56281,11.51855,5.784906,9.2909,10.914276,14.489117,5.4417634,3.1092243,4.6476483,7.8527207,6.350144,5.014422,3.6180596,7.8617907,4.1153135,7.0965524,3.1603477,3.9247046
Kick,-258.23517,102.339035,14.571354,54.837276,16.4485,25.724031,5.9828258,13.116455,-3.6490953,2.202912,-6.31425,-10.804651,-4.853896,-5.9500732,-10.189834,0.41371858,5.155374,1.6821086,-13.483199,-1.5732197,126.91873,25.498594,11.709265,21.00978,11.773259,7.33709,10.900053,5.7729335,9.165255,7.639686,7.722768,9.181,6.1805496,4.8651304,6.870471,7.327488,9.82994,5.530706,8.367774,7.3673368
Kick,-298.13467,125.24914,4.5031524,45.50116,16.20536,40.048805,18.046833,24.812084,4.1528316,4.616781,0.40670612,-8.67902,7.2762885,-13.57312,6.798129,-0.44654799,-6.102355,-1.5222232,1.4855379,-9.856136,54.067364,18.406902,15.905295,11.593855,12.401715,7.7503424,10.219294,8.09731,9.329623,6.9344983,15.202347,2.9375079,4.330337,8.463556,9.393167,7.107008,7.17495,7.610835,5.6214757,9.533865
Kick,-268.35046,125.54001,30.09075,43.26667,-0.8002641,24.700089,4.890295,17.924635,0.18907373,-0.93824524,7.6911807,-1.5539784,-1.672401,-4.6970825,6.045142,2.170052,7.4819694,-0.38449,0.03893741,-1.2907118,119.33113,23.92837,4.497227,8.305101,16.355389,7.4479246,10.612559,6.1378202,12.572558,8.094157,15.443617,9.239979,6.119286,6.740071,9.840689,7.287585,5.6929703,4.067055,4.864421,1.1052932
Kick,-261.5096,173.86449,-0.8366379,62.31928,5.3512974,12.281239,-1.3970428,12.969682,6.269155,2.0365233,-6.531757,-9.924318,-0.8115494,-12.440157,2.593697,3.6582313,-1.1259348,-5.2392297,6.3193083,-0.5492353,59.273434,11.079005,15.217606,6.409825,8.257387,10.796638,11.885303,15.482882,11.8066435,5.8784947,8.818373,9.038868,6.8182006,8.285851,6.489931,8.058265,6.064137,2.898664,5.046582,5.4979663
Kick,-418.86377,117.15236,38.136513,53.0406,22.263287,23.271729,17.082455,10.01729,-5.1367526,-1.7677708,-4.7740674,-5.360237,5.3682966,-5.231709,1.6850803,-3.5801413,-7.138242,-9.247739,2.6934667,-2.1678271,108.928566,4.9343824,6.729103,11.373647,8.813092,11.615246,9.201522,6.2400723,14.423281,5.122696,4.2531056,7.076605,4.294866,5.9123116,7.0113297,7.137986,3.8510997,2.547739,4.971419,3.8614948
Kick,-350.1343,184.39906,37.245655,44.213196,-5.923543,14.49465,9.184202,13.56548,21.633745,11.588015,7.8649487,-6.905656,12.823249,-28.299389,-2.0684214,-4.5701056,0.5708951,-6.846822,-0.5272116,-2.8545933,13.496181,13.777351,19.533577,9.289089,3.1193774,5.597432,9.389445,14.163665,8.188428,6.5393505,8.419104,2.856489,4.48325,10.407899,9.057805,7.463193,6.594056,4.4626665,9.942286,3.2397354
Kick,-352.16284,180.27547,40.260624,30.683228,-37.25046,-36.1296,-34.04433,-1.0879881,12.394215,-42.263527,-22.062805,-13.785759,-35.85849,1.8315126,-2.9338236,-15.8041935,15.3489685,3.8467712,-13.967624,0.45719078,35.104523,7.6991143,20.604527,10.058479,15.475531,22.673058,15.453018,6.8139057,7.329038,10.332281,9.300978,8.007327,5.162678,13.2092705,10.554098,15.65654,9.019587,9.551909,9.244224,5.6483216
Kick,-280.19644,160.60605,47.833614,50.55248,-3.438826,5.2549562,-25.429977,5.9057918,11.595961,-20.50479,17.881056,-38.74064,-12.392967,11.65025,-16.502228,-14.116265,11.469594,-4.614914,-19.060217,-5.7396965,34.33846,27.51676,21.486214,11.817998,19.371172,17.466818,20.730627,6.4109735,7.2721004,8.618104,6.8357415,17.49263,7.5875115,6.1904144,12.646789,13.237038,4.2684574,8.058626,15.216239,6.3546286
Kick,-422.13135,120.44468,2.0935886,22.643694,31.317682,24.462341,27.0692,7.5083632,7.0979466,-19.344843,-1.886047,-12.847527,-1.7623454,-19.922411,6.0760894,-7.213423,17.745848,10.235858,16.596992,-1.3864031,6.882471,11.0224085,14.205338,8.801618,6.847505,3.4004648,2.287473,1.4564248,4.5707803,4.6103234,3.269943,1.9057574,4.0023885,11.726956,11.548557,5.237628,3.6661735,10.079768,7.727042,8.3226185
Kick,-247.01674,110.281075,-0.05321298,66.75235,5.2666583,26.330702,4.244313,18.144367,-4.9179697,-10.412622,2.353533,-15.169525,-6.2260933,1.8335234,-0.013112749,-12.484489,2.891073,-4.069665,2.4667022,-2.805224,14.556104,24.54337,10.979645,11.874238,10.220094,9.289042,10.870177,5.497923,9.483872,7.6806216,4.709642,2.211142,6.0537357,2.8802269,6.322236,10.623165,8.689734,5.020741,3.069436,3.0203798
Kick,-332.0349,169.86946,49.184776,26.758512,16.121773,24.53839,8.506245,8.853203,-9.307434,-25.670477,5.0769396,-28.65415,-9.550695,-24.447983,-9.539828,-10.529489,-5.483685,-5.353547,0.14810248,-7.8749976,36.752834,5.3534627,11.220554,6.8943906,13.91109,6.8643594,10.687958,17.033983,6.900429,9.883874,3.3674326,5.122679,8.990298,7.208055,15.173345,6.08757,7.5052414,4.7974925,6.7309284,8.724885
Kick,-259.48453,136.72504,7.604831,38.441956,-33.660027,8.40987,2.1811438,-0.08598704,-2.004073,-5.5315566,0.4011082,-15.025035,-14.175228,0.30125087,0.2401229,-3.6819386,11.683155,-5.210657,-6.221578,1.2254112,18.075914,52.547115,20.479134,14.8685255,15.69689,25.60574,8.679118,4.4302497,4.9152083,9.384372,6.026427,8.158888,7.6523576,7.2175856,6.359913,5.218043,9.404302,8.919704,12.137409,7.74877
Kick,-152.5591,15.626947,22.395134,21.696074,-0.593213,42.10138,-14.437054,27.745012,4.8986607,-5.1838512,-2.0990417,-7.90072,-5.56237,-9.115021,-6.7950907,-4.966516,-5.8058205,4.2302294,-10.079067,-2.3868027,28.67464,52.00777,12.8841915,12.019724,7.7943196,12.256461,6.9060764,6.166376,6.726288,6.8292284,5.9029226,4.4497776,5.3274326,7.5102954,6.4743547,5.1140175,6.7280245,6.2322316,5.1555905,4.8166246
Kick,-323.68912,113.753975,-0.38053894,45.671402,-6.244151,26.42423,5.358251,8.262437,4.804459,-5.3235965,4.614503,6.7779527,-3.329956,-3.4933977,8.95215,-3.1507008,7.397127,-2.0435586,4.0560017,-2.4410028,84.56889,25.988844,15.716156,4.3377028,11.810521,6.185575,6.1995025,8.90601,11.213015,4.6093297,9.369557,5.4250913,9.47382,3.6763153,7.0780644,6.6462793,2.4687188,4.5089993,4.393009,4.206569
Kick,-142.0187,46.975807,46.361423,24.481083,8.015433,27.776049,-20.91823,21.449245,-6.2982206,-0.3063401,-9.573153,-10.363208,-3.692674,-10.223901,-7.1954074,-3.030045,-5.9369655,-0.53160435,-10.246392,-4.7132,51.1661,37.345062,10.343419,9.99034,14.582922,5.4194417,6.75717,10.136328,8.174514,4.5123367,6.9470525,8.280206,6.733008,10.917815,6.8451123,7.1850863,4.206174,5.0756946,3.9557517,4.313474
Kick,-354.10556,167.30133,-12.299834,44.797955,16.263985,17.594337,22.840446,21.1605,9.214669,9.701783,0.5465744,1.7847515,4.7499104,0.87562156,2.4548407,0.24491969,-1.4513208,6.870465,2.8114603,3.0720308,90.11022,20.762632,33.50765,9.673134,16.21624,16.641834,10.300191,12.158316,10.025821,10.470492,6.345329,7.0057087,10.500076,4.3517036,5.3984294,10.578125,5.766467,7.1453257,1.9812796,4.9253454
Kick,-382.99557,200.41301,61.60703,-13.438416,2.0206528,-0.5392638,2.216964,5.6994033,-0.13982867,10.038976,-3.705621,-3.8429883,2.734537,-15.483864,-10.1482725,10.504372,3.396384,6.076408,1.8507676,13.83309,23.351349,46.804523,35.86371,28.23786,5.81805,10.112819,13.32217,7.3124976,12.915549,9.316389,11.065572,6.424315,7.565918,8.157546,11.152597,4.315872,5.8298206,9.147326,5.4454355,7.429601
Kick,-352.37708,121.770485,28.962896,48.887943,0.9635263,30.162598,15.721038,13.973309,19.934538,11.52966,-11.512475,0.54169637,-8.418326,-5.249744,11.1882715,11.163673,3.776773,3.4926622,2.0016782,-6.0268817,116.711876,19.219019,5.775084,13.843805,10.613077,14.218705,12.353689,14.675005,6.673324,5.052251,5.183822,7.336068,8.109908,4.344833,8.654401,5.608232,7.7687397,7.8054533,5.598679,4.7611327
Kick,-356.14957,145.17337,58.259724,34.739067,-6.836995,5.1285915,14.731157,1.2860018,7.6659446,11.944529,5.845286,-19.305897,-14.84474,-15.356603,4.183202,20.17319,-7.573375,12.145896,12.957931,10.027604,16.952332,34.251335,20.152357,6.4821796,10.089176,8.997204,8.241882,5.9737434,8.116361,7.3498535,5.7887273,4.9985104,5.801718,9.42752,6.277395,5.732988,6.0686173,5.850645,5.6488266,8.009266
Kick,-305.90152,100.98402,27.504805,45.824585,-2.9482706,26.975117,15.289081,15.410037,11.241443,16.346792,-15.948541,-1.0678607,0.53702027,-6.170525,1.1853583,4.6899295,3.5323327,6.9494615,3.521476,-1.7331595,124.80873,10.69072,12.836052,8.144579,9.594078,9.063218,10.876135,11.293455,15.519582,4.5705404,14.295133,6.7547503,6.005432,6.5053697,6.605926,4.438741,10.522243,7.5647936,8.204457,5.575322
Kick,-367.2911,97.54095,-18.712704,32.1183,-7.463488,15.025958,3.201105,18.84808,10.824948,2.318716,7.272073,-7.1244965,-2.2733276,-6.3640585,1.583439,-0.8705369,10.69986,-6.5899734,12.841489,-0.41547027,37.260582,19.023733,9.0297365,6.819721,10.09557,3.1772668,9.406963,8.892171,9.972523,4.2893763,3.8706043,6.907596,5.667243,6.5829735,6.0584106,6.6275315,7.702662,5.1428075,5.978008,6.4253073
Kick,-356.49973,118.96179,-2.1452312,50.189674,11.335953,35.855495,17.658749,19.820572,-10.991876,2.6194446,1.3818731,0.120834455,-3.8992448,-8.689088,7.790899,-6.155953,-7.133687,1.1515143,9.98694,-3.0039706,84.69952,10.2385845,3.332246,3.186137,12.807191,3.6802938,10.849711,13.567113,8.150623,5.047288,8.742924,7.7355866,5.8752546,5.4685087,6.2298045,4.9202538,11.886472,6.508365,6.937207,7.0964046
Kick,-257.97797,154.25471,28.083956,40.59203,-12.018119,9.153238,-8.434656,12.135681,9.322709,3.9824522,2.715052,-2.920062,-9.538727,-4.5515556,-4.7242107,-9.1721,5.185308,3.1043596,1.6802627,4.229649,39.519375,41.072243,20.992369,11.957744,6.4476466,9.370666,15.016129,6.8427367,4.4615927,7.2931767,8.043888,9.384473,2.6381614,4.7481093,5.5535784,6.729765,10.94275,8.057486,5.0723977,2.4279277
Kick,-239.5059,155.73145,31.87798,44.09066,7.55652,27.236639,-5.600056,18.047085,1.0454854,11.94283,-7.192223,2.214429,-3.0580008,2.298236,-10.544844,2.5111048,-5.411461,0.25530705,-6.410284,3.3498986,39.562046,27.827711,21.039902,11.798602,10.446965,9.189825,4.804327,6.2692084,6.078832,5.2104697,7.272436,6.8537135,5.947073,4.525853,8.364386,4.70964,7.8388395,5.893234,5.9442215,4.831769
Kick,-297.50336,137.2957,13.030853,18.350756,3.9030714,17.302773,-5.8149242,13.702564,-9.69292,-14.149628,-4.719467,-27.661028,-13.489026,-1.099551,-1.3895822,-12.899373,0.6484654,-5.132509,-0.83239335,-4.998827,59.81155,49.345646,14.897903,16.442945,9.553846,13.334547,6.64453,13.843114,9.925071,10.275086,9.642792,9.069158,6.286364,6.231125,6.70864,14.598594,4.1983695,6.695306,7.0523214,7.056895
Kick,-336.10428,174.16264,31.905035,51.122715,21.959215,5.551704,4.2614913,13.990292,-4.2536526,2.8409698,7.8840733,4.5401998,-0.1065099,-0.05112089,-1.1885867,-7.791342,-6.8819027,-0.48584995,-1.4227296,-5.0884027,88.93519,23.03622,28.873798,14.706863,7.3507895,18.738605,14.719151,10.779393,13.883605,6.886045,8.544351,7.7550583,5.793578,7.20452,6.218435,9.57668,10.156998,3.1270735,3.7422915,5.585382
