audio_class,duration,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,rms_mean,rms_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_contrast_mean_1,spectral_contrast_mean_2,spectral_contrast_mean_3,spectral_contrast_mean_4,spectral_contrast_mean_5,spectral_contrast_mean_6,spectral_contrast_mean_7,spectral_contrast_std_1,spectral_contrast_std_2,spectral_contrast_std_3,spectral_contrast_std_4,spectral_contrast_std_5,spectral_contrast_std_6,spectral_contrast_std_7,spectral_flatness_mean,spectral_flatness_std
Kick,2352.0,-470.80889892578125,180.21432495117188,-58.24726486206055,73.80370330810547,16.649831771850586,0.2407379150390625,38.548362731933594,-6.775424003601074,-1.4571685791015625,7.510585784912109,131.22296142578125,34.3768310546875,36.72533416748047,17.789888381958008,23.76890754699707,9.114209175109863,5.54982328414917,16.675613403320312,6.061229228973389,4.713396072387695,0.01511658878815241,0.012239955237439391,1999.4718212659036,649.2406908738701,4605.838815789473,1151.6560114857152,2370.9801755293206,307.6282797859972,5.119049145607346,3.040799867006879,8.937995186712023,8.787965764679521,10.520621215209818,15.230031284577107,36.12521567157578,3.7115820842635965,3.5360300253218395,3.083069060463905,2.583604269198834,3.708425781458282,2.5252584343167404,7.141444578030284,0.00018307947902940214,0.00025173797621391714
Kick,1782.0,-380.01995849609375,104.82843017578125,22.391855239868164,43.30143356323242,17.033363342285156,28.831411361694336,3.5429491996765137,19.71085548400879,4.033465385437012,3.2565224170684814,108.73927307128906,7.882626056671143,3.7097675800323486,10.863520622253418,6.752648830413818,5.961901664733887,5.573129177093506,8.235219955444336,4.267886638641357,3.782353639602661,0.024144283232240344,0.02028555048697702,3283.606373502589,872.4043151990144,8582.51953125,2600.25880882635,4988.914558143399,598.5423675735067,4.266662806874927,3.0288555576743645,9.74162187519553,8.280870340422512,10.619875407690504,15.61113810124331,25.221823698397735,3.461593254538434,2.305652838401717,3.1615518358684036,3.408304780422032,2.406184073606942,3.621436989612349,2.7809815923234327,0.005564234685152769,0.004258402623236179
Kick,4664.0,-420.2716064453125,8.8944091796875,-58.612548828125,43.908023834228516,-5.487733364105225,21.960771560668945,-2.2302818298339844,-5.457756519317627,-14.859098434448242,-17.747034072875977,187.26849365234375,52.58859634399414,20.246498107910156,12.705218315124512,14.627817153930664,13.535880088806152,13.110357284545898,3.4923248291015625,14.835883140563965,5.310701370239258,0.012571172840074935,0.011062149302317472,6321.829718687298,1284.4035273268573,10338.265413851352,1666.6302489970947,4157.427304473844,550.4480756888955,7.880162229203458,2.050032609235477,7.363861313921541,11.522121521965014,10.543993031911906,13.955964374690334,38.532810505332755,6.5922892736552665,2.2105023737443097,4.071433436878089,4.312412433384651,3.3262567197232404,4.1571094185539845,4.002888043938831,0.06723517179489136,0.04374579340219498
Kick,8793.0,-372.7093200683594,137.21932983398438,48.856266021728516,58.39085006713867,5.562732696533203,28.251068115234375,17.434310913085938,-5.52742862701416,-2.037883996963501,6.572531223297119,66.46808624267578,24.172706604003906,23.711650848388672,18.663631439208984,30.350143432617188,15.791654586791992,13.976673126220703,12.167719841003418,13.179526329040527,11.118377685546875,0.058781269858922465,0.02660913981534189,1968.3790586411037,1566.3627764906323,3173.1827445652175,3809.2737797976206,3614.180410121055,820.5622522774345,6.478492617528598,1.7538177059152504,12.83221985741365,12.806996154211832,14.128987406703395,16.415496996814632,26.272584668162285,3.928060771207933,1.590172020947069,4.460635550834722,4.95140493829612,4.3409235603906815,3.691100551348289,2.3913525668681803,0.007967229932546616,0.021205607801675797
Kick,4585.0,-377.6768798828125,117.46913146972656,18.380456924438477,60.61277770996094,13.81141471862793,-2.859288454055786,10.53808879852295,22.471799850463867,15.647565841674805,-3.0131187438964844,110.99105834960938,26.952899932861328,10.88766098022461,15.98559284210205,10.10159683227539,17.13287353515625,6.151796340942383,6.375655174255371,17.809425354003906,7.704392433166504,0.043745863544710814,0.06212419610105687,2920.487832398586,1297.0688736785796,6036.474609375,3193.656264196764,4531.217257783278,952.1402019197035,3.3389598914067538,2.538279523446387,8.68182475530195,9.072024281745346,12.35618483155385,14.324512079888542,24.171536054397894,3.799087382868426,2.3821860855315804,3.1661077549940497,2.958614984964862,3.2126758657222223,3.4753959898687943,1.8907694725651594,0.005165720358490944,0.0057937828823924065
Kick,3352.0,-457.4532165527344,112.29802703857422,-69.3954086303711,48.36227035522461,-6.503754615783691,27.085466384887695,6.791848659515381,0.9720779657363892,-15.316317558288574,-6.676095485687256,174.90130615234375,27.07280921936035,15.629108428955078,20.01759147644043,23.656618118286133,9.025115966796875,29.741493225097656,5.769428253173828,16.000194549560547,5.9745025634765625,0.008718477736551829,0.007450321155240819,3648.836444890534,749.3518965187826,6514.192708333333,1219.2626535694492,3220.4849627980907,364.2742392032917,7.0753763287073,3.114000603537654,9.344937585687875,11.107148178152412,12.48960107973556,17.93722279036646,39.74752247096167,6.295143240605026,2.1844375475958127,4.4503732841396975,4.546444747891937,3.2319467214539825,6.543248511195775,7.072956903395935,0.006967440713196993,0.006011963356286287
Kick,14880.0,-428.70855712890625,155.9385223388672,53.68943405151367,19.848661422729492,13.0562744140625,31.58958625793457,17.8078670501709,-5.828679084777832,16.6123046875,-1.6102956533432007,90.48332214355469,56.485069274902344,18.801097869873047,12.311573028564453,21.521503448486328,10.45947551727295,18.419479370117188,18.259084701538086,6.556626319885254,8.447525978088379,0.10284734049985018,0.08619664728299015,1909.70902435233,2150.12775271182,4574.609375,7215.091926253043,3583.786647963858,2402.975195914425,9.060527909448666,4.038581903985629,11.160314133287532,9.297472116829136,13.534891280631845,17.710002823025743,28.1107946986852,5.553309861870696,2.3529165185857424,5.232553609805847,3.1998633704204047,3.6155405265816962,3.851878408730004,1.850079738661805,0.0017617857083678246,0.0037123416550457478
Kick,7545.0,-402.4977111816406,165.4770965576172,40.98326873779297,49.928688049316406,14.834394454956055,9.741894721984863,3.4125137329101562,2.8721072673797607,23.71050262451172,11.242313385009766,70.09980010986328,38.186622619628906,15.983687400817871,11.746554374694824,11.681827545166016,9.644587516784668,9.38785457611084,8.369901657104492,14.059516906738281,6.352863788604736,0.05193772617167573,0.0453907140310476,1776.8314425747822,1517.6300152597805,3306.6240730932204,4188.042682139678,3305.983640582783,1365.14652111781,3.921774992227097,2.4529708236323566,12.780952033781796,13.483344554544049,13.514724082817404,17.97334341241771,26.338769054890562,3.470571285297216,2.6766908574105552,5.068099517913538,4.03818275886792,3.832815941748966,4.137875543975638,2.000866118007224,0.0037425504997372627,0.009795690886676311
Kick,6795.0,-308.2686767578125,155.29673767089844,26.86640739440918,55.06086730957031,6.852243900299072,-0.9114459753036499,-2.6600210666656494,20.755966186523438,2.754756450653076,-24.36894989013672,69.49465942382812,38.32024002075195,24.078060150146484,15.564421653747559,16.714080810546875,16.1136474609375,13.381851196289062,10.58265209197998,11.025115966796875,12.123602867126465,0.2025846154012676,0.11157779247900902,1344.1802297090455,1333.3349501948137,1979.4596354166667,2810.5691261874595,2248.2351759823277,846.3496426647196,6.463127198721374,1.5462243952006034,10.115246257576654,12.028868453730512,12.660115879242355,19.58501166711761,27.878848499732566,4.3042227030054,1.7050580783859484,3.1905042419269325,3.437223099071405,3.410585304344497,3.8311082162309282,2.9775167591814147,0.001786308246664703,0.005300946533679962
Kick,11231.0,-321.53173828125,129.43490600585938,19.214200973510742,23.742475509643555,14.985867500305176,13.75673770904541,-6.766280651092529,2.660160779953003,-10.486254692077637,-7.47300910949707,83.65878295898438,67.5294418334961,28.637351989746094,21.15069007873535,19.99394416809082,11.088356971740723,10.442466735839844,17.485973358154297,7.223024845123291,13.403951644897461,0.09935873035201316,0.06455973969932674,3261.2115616268766,3483.6139143409714,5361.767578125,6449.332409710942,3581.9917593022333,1574.9621594891612,8.512777837686803,1.7747844725127537,10.727355244594706,10.436428956724498,12.880009565745837,14.95851004074592,24.58541531543078,5.470292025272327,1.5593835098788429,3.7877797047075683,4.500260180464351,3.704992724010529,4.178528589530544,2.04666911669961,0.048643723130226135,0.0867762491106987
Kick,8331.0,-302.09539794921875,153.91969299316406,21.819637298583984,28.2982120513916,-6.286658763885498,16.991525650024414,-5.129741191864014,5.713837146759033,-7.573145389556885,-9.775659561157227,49.24053955078125,61.959049224853516,27.742372512817383,16.70355796813965,21.471166610717773,17.088747024536133,10.397759437561035,13.789475440979004,11.424288749694824,10.718829154968262,0.10408888116142483,0.04776003178528674,2148.3628369714365,2228.4763599765497,3382.6704545454545,4053.779152442733,2831.379917777421,933.2225643060111,11.177714794518286,1.8227708465329702,8.42354122624345,11.381624298814053,12.18983862354787,16.852293035063184,26.106938511496683,7.127493287323937,1.3645025730541638,3.730723156210322,3.8671431171565467,2.885544222229413,3.773755598900977,3.5626459946110978,0.010492411442101002,0.02355804480612278
Kick,3640.0,-285.0035095214844,70.61441040039062,27.904685974121094,24.39642333984375,-0.6699669361114502,15.156083106994629,-3.53570294380188,23.523588180541992,-5.799435615539551,-1.2673379182815552,122.60900115966797,48.026031494140625,5.705878734588623,9.040739059448242,7.92113733291626,7.815958499908447,4.290666103363037,8.590736389160156,7.595658302307129,11.561759948730469,0.06251232808556485,0.09191347216359176,6436.658911953889,2889.8269066917665,12049.683459051725,3426.127563884953,5403.054186127791,700.3084154539362,4.689328487934976,2.2774599834662466,8.57027656744723,8.664365455749376,12.105795708548351,13.571084067334734,21.01225787275784,3.717684729206676,2.0965724820206764,2.8862282107347728,3.4038571972071265,5.415527019068652,3.2913603654285097,3.6400090884127634,0.09540876746177673,0.09779169410467148
Kick,5089.0,-352.42156982421875,114.14884948730469,18.62875747680664,58.20094680786133,17.595134735107422,41.0985221862793,12.572214126586914,19.004531860351562,5.050082683563232,13.620084762573242,38.33628845214844,37.655757904052734,11.104680061340332,10.313178062438965,17.610919952392578,6.073812484741211,11.821725845336914,6.6261138916015625,9.94093132019043,5.9457621574401855,0.060384783999436906,0.04151273416892628,2514.0006644884093,1608.7205723094867,5490.966796875,4292.869657697042,3891.1090568935165,1175.7831938088145,4.19659570066,4.515180863726863,10.793993234363176,10.204292660861382,11.619745318028658,12.979659942857898,30.142327250731228,3.9198408130157567,2.6156387142091626,4.342049627307841,3.3052521741043495,3.2082780051426156,3.387504345588994,2.6023720824572645,0.003945526666939259,0.006672820542007685
Kick,10926.0,-359.99932861328125,105.09261322021484,36.820350646972656,51.608154296875,9.184927940368652,21.512285232543945,-1.119542121887207,13.20269775390625,12.726996421813965,7.132633686065674,76.63837432861328,38.56789016723633,15.700862884521484,9.40039348602295,14.47184944152832,11.521533012390137,11.561498641967773,12.352684020996094,9.81051254272461,8.33951473236084,0.0365940308534788,0.026519401919576406,3549.227418803154,2173.9551590981246,7590.704487645349,4831.1717436965355,4656.943697578221,1131.3337553461233,4.195881944671349,3.4693809739287507,9.776556967397596,11.48715190904992,11.113401510008211,13.9092432716362,24.256656365276825,4.955191494076068,2.734198855651708,4.286413043114659,3.944173525511734,3.1317915701900874,3.3474917112171916,2.842774319311599,0.01507296971976757,0.024125512689352036
Kick,2072.0,-483.2429504394531,178.82664489746094,-80.00547790527344,70.24554443359375,14.48440933227539,-5.9749250411987305,45.33675765991211,-4.2842183113098145,-13.104255676269531,1.485060453414917,106.23567962646484,31.277618408203125,31.16156005859375,15.517574310302734,17.4017276763916,6.708998203277588,6.055552005767822,7.941134452819824,10.525979042053223,7.101180076599121,0.00938502896749062,0.008457755825265851,2489.8534975630764,683.3058470530428,5112.23575367647,618.9596343609627,2408.831263705334,347.57791938441585,3.5172419718097334,1.9197291003483543,10.6675685854931,11.490893076581386,16.151422279491264,12.310858364002357,33.470038440609606,2.7691613906299253,1.657779648954621,3.7918615641558366,4.146118735265565,2.690559455741614,2.9834762032055764,5.659690628467868,0.0007419387111440301,0.0018083553295582533
Kick,10419.0,-515.2206420898438,82.21781921386719,28.400590896606445,31.703372955322266,22.74211311340332,18.844539642333984,16.295230865478516,16.538082122802734,9.720499992370605,5.214447975158691,142.4816436767578,72.19115447998047,24.550630569458008,11.369514465332031,10.356486320495605,8.711688041687012,13.006158828735352,5.165993690490723,8.50381851196289,8.395206451416016,0.0328076045661284,0.06197925343640033,1232.6606728192203,689.3827830617435,1513.626619664634,2183.1148943200724,3194.850452565021,1242.9388117146855,3.9728119124280075,2.419720918981866,10.838711114524378,9.119988356172096,13.80019167644929,15.432442429918167,30.000564590977348,4.363609703119221,1.3839722053420578,4.344785186549682,3.7013671310874408,5.7552059043049,5.312907410952369,5.3526716360575035,0.000250632525421679,0.00039002380799502134
Kick,9005.0,-461.8359375,155.86199951171875,59.50101852416992,24.87590980529785,14.006195068359375,25.71525764465332,20.327194213867188,8.013187408447266,9.179814338684082,15.11745834350586,86.84210205078125,34.04576873779297,15.804706573486328,13.918188095092773,19.356971740722656,10.56998348236084,10.805810928344727,7.307760715484619,9.422754287719727,9.63930606842041,0.027822094649991917,0.017267682383500273,1616.8710317396904,1544.0699989780371,2433.5552376760565,4134.898595453473,3455.3502460625627,1125.701112623757,4.193854067724884,3.8501289333885302,12.835604405704617,11.918011386837788,15.696221716517693,14.403109031220724,27.36202847909463,3.4409169157182635,2.3823202441124467,3.486428652579143,3.604426555277198,2.9500037043578016,3.612567656597702,4.3200084169161865,0.003826230764389038,0.01317033264786005
Kick,4322.0,-564.00927734375,149.6153106689453,-53.906070709228516,17.638111114501953,8.593243598937988,3.9242115020751953,9.179499626159668,10.235998153686523,-10.146337509155273,9.07470703125,132.6227569580078,20.36250114440918,23.844219207763672,14.131421089172363,7.295663833618164,11.029377937316895,10.559499740600586,8.47106647491455,9.398680686950684,4.150968074798584,0.004088905786647896,0.006708764835187713,2784.0476009548606,455.18862044081214,5046.369485294118,1263.6661563543003,3323.0339737572103,753.6308478115321,5.699945818265029,2.5926736779361277,7.4387037102491735,10.193599776283762,15.069583301155054,14.947692870876585,32.06084213795403,5.2542634677069175,1.9414834838684096,3.753874726838201,3.215276971046173,4.709053993000121,3.58429506330097,5.582388405128851,0.005146404728293419,0.005030722822993994
Kick,8625.0,-418.16827392578125,143.9985809326172,34.833003997802734,39.724822998046875,31.813526153564453,32.50025177001953,16.9443416595459,5.3734612464904785,8.042363166809082,-6.131547927856445,77.7350082397461,40.802345275878906,28.63836669921875,8.860321998596191,18.72049331665039,15.055953025817871,14.572592735290527,12.510845184326172,11.093517303466797,7.846446514129639,0.07475067602927933,0.044590902477666526,1723.1723239766945,1689.9228875998108,3461.7790670955883,5344.589443483298,3477.300592494361,1729.3986142114345,9.703202808822297,3.306884932373043,15.287454117049295,11.253474178219468,13.360094493580995,13.67616170774728,25.663460907010037,5.652116365289521,3.1450846802750907,4.393907018405675,3.0821691973907166,4.6007104745986975,3.5034534401335944,1.6867707545790926,0.003322781529277563,0.013109240680932999
Kick,6450.0,-508.7157897949219,112.36702728271484,-1.8124027252197266,-0.3672983944416046,17.679468154907227,4.483319282531738,18.711002349853516,14.607234954833984,1.331438660621643,3.0197999477386475,109.514404296875,18.042621612548828,15.872734069824219,16.32089614868164,10.738922119140625,10.229966163635254,7.559438228607178,10.405810356140137,5.5221405029296875,5.734364032745361,0.004279754256475317,0.005268514521696572,4013.68821673415,782.3158705257626,9474.609375,2976.161727321908,5458.403874688372,560.3136161664368,6.078093306158937,3.158885815244258,9.015920771625334,8.284287245637877,15.412677392800179,17.193922245830077,24.90580900632761,5.180065583976369,2.0513614914882736,4.270268992382677,2.9843503313037765,4.18364124781238,3.406557397420565,3.0251231500474334,0.017983214929699898,0.01431598886847496
Kick,8576.0,-333.3287048339844,188.16603088378906,47.83781433105469,24.167226791381836,6.188653469085693,29.633129119873047,10.614596366882324,2.4720561504364014,3.548966407775879,-8.973350524902344,53.66493225097656,30.846208572387695,25.340070724487305,10.962876319885254,34.057640075683594,13.744840621948242,14.468439102172852,14.776673316955566,9.5331392288208,10.724681854248047,0.16059299989228848,0.09411114498487468,981.8976114005724,821.6721284891613,1617.5235523897059,2340.5428510395245,2231.2071711064996,963.6044906113559,10.96892195954055,3.148336717083089,11.66693212250544,10.457799912436618,14.310547650631882,13.65117523262657,28.742265279119874,6.045884632984679,2.238705205236211,3.9286139967973797,4.800676201805811,4.484689367560992,2.6795238014185614,2.295654877690746,0.0008958969265222549,0.00332098756916821
Kick,10605.0,-334.6553649902344,156.15817260742188,45.406070709228516,39.67164993286133,37.890445709228516,19.0822696685791,8.964200019836426,2.6429457664489746,10.34526252746582,-6.864012241363525,67.50416564941406,33.41505432128906,23.366540908813477,10.856886863708496,22.224889755249023,6.706131935119629,14.11547565460205,10.62636661529541,6.906155586242676,7.243553638458252,0.21053711729258393,0.10687451070488352,1479.1443513178754,1399.9571590172984,2617.1922063253014,4925.898224492143,3500.1776058656383,1523.4342896219316,12.29539114982073,3.4806961688058293,16.294747360103333,10.480763128839488,12.336479504904881,17.05102177958067,25.61289508142201,6.108634516631583,2.7187743551970063,4.255917768433374,3.0164077804530605,3.352470070198372,4.588547747865827,1.7539232959172328,0.0014723266940563917,0.005005567334592342
Kick,8732.0,-472.2809143066406,108.38389587402344,56.848960876464844,36.74566650390625,19.56135368347168,24.87364387512207,12.180536270141602,15.117098808288574,13.458996772766113,15.471327781677246,167.43702697753906,49.71091079711914,24.72675895690918,10.663805961608887,16.2794189453125,17.946699142456055,13.262923240661621,10.536636352539062,12.157915115356445,7.839973449707031,0.050478252862615744,0.06418802917650035,1871.6463617602817,1477.669830130705,3449.0574048913045,4194.158614934384,3687.9828852268006,1518.9248849041633,4.689303025914798,4.0186556327921386,10.582695677608791,12.226643040722228,12.008723985577292,13.227107595262034,29.666370705874815,3.8978341960372718,3.2939518920078688,4.33843031983643,5.110186702832714,3.1943362121366667,3.4048086731450065,5.099130186404307,0.003101679729297757,0.008566666394472122
Kick,8673.0,-458.3778076171875,80.26881408691406,35.22267532348633,48.79534912109375,28.788686752319336,27.08523941040039,16.868745803833008,16.610883712768555,8.298004150390625,7.619450092315674,162.02963256835938,34.066070556640625,18.34575843811035,19.874614715576172,14.991056442260742,6.805663585662842,11.725480079650879,5.962965488433838,11.023406028747559,7.284182071685791,0.03541832304851609,0.05685668345298108,2646.9591759124723,1682.9911408846508,5751.898552389706,4736.932634141486,4386.884258005303,1206.3169793262327,6.241912873318467,3.1064555557059763,12.62311096502586,10.865067635882603,11.392009822590525,13.927258022274444,30.092848904491884,5.787664736464519,2.2192155901201844,4.739079733505807,3.693495039250944,4.1995511806436765,3.591463871155835,5.351954060897591,0.007473926991224289,0.02154831774532795
